"","Session","CT","NK","Period","SEQ_GRP","SEQ","NS","player.participate"
"65","S2","None","Global",7,"1",1,"Star",1
"66","S2","None","Global",7,"1",2,"Circle",1
"67","S2","None","Global",7,"1",2,"Circle",1
"68","S2","None","Global",7,"1",2,"Circle",1
"69","S2","None","Global",7,"1",2,"Circle",1
"70","S2","None","Global",7,"1",2,"Circle",1
"71","S2","None","Global",7,"1",3,"Clique",1
"72","S2","None","Global",7,"1",3,"Clique",1
"73","S2","None","Global",7,"1",3,"Clique",1
"74","S2","None","Global",7,"1",3,"Clique",1
"75","S2","None","Global",7,"1",3,"Clique",1
"76","S2","None","Global",12,"1",1,"Circle",1
"77","S2","None","Global",12,"1",1,"Circle",1
"78","S2","None","Global",12,"1",1,"Circle",1
"79","S2","None","Global",12,"1",1,"Circle",1
"80","S2","None","Global",12,"1",1,"Circle",1
"81","S2","None","Global",12,"1",2,"Clique",1
"82","S2","None","Global",12,"1",2,"Clique",1
"83","S2","None","Global",12,"1",2,"Clique",1
"84","S2","None","Global",12,"1",2,"Clique",1
"85","S2","None","Global",12,"1",2,"Clique",1
"86","S2","None","Global",12,"1",3,"Star",1
"87","S2","None","Global",12,"1",3,"Star",1
"88","S2","None","Global",12,"1",3,"Star",1
"89","S2","None","Global",12,"1",3,"Star",1
"90","S2","None","Global",12,"1",3,"Star",1
"91","S4","Wall","Global",2,"2",4,"Clique",1
"92","S4","Wall","Global",2,"2",4,"Clique",1
"93","S4","Wall","Global",2,"2",4,"Clique",1
"94","S4","Wall","Global",2,"2",4,"Clique",1
"95","S4","Wall","Global",2,"2",4,"Clique",1
"96","S4","Wall","Global",2,"2",5,"Star",1
"97","S4","Wall","Global",2,"2",5,"Star",1
"98","S4","Wall","Global",2,"2",5,"Star",1
"99","S4","Wall","Global",2,"2",5,"Star",1
"100","S4","Wall","Global",2,"2",5,"Star",1
"101","S4","Wall","Global",2,"2",6,"Circle",1
"102","S4","Wall","Global",2,"2",6,"Circle",1
"103","S4","Wall","Global",2,"2",6,"Circle",1
"104","S4","Wall","Global",2,"2",6,"Circle",1
"105","S4","Wall","Global",2,"2",6,"Circle",1
"106","S4","Wall","Global",7,"2",4,"Circle",1
"107","S4","Wall","Global",7,"2",4,"Circle",1
"108","S4","Wall","Global",7,"2",4,"Circle",1
"109","S4","Wall","Global",7,"2",4,"Circle",1
"110","S4","Wall","Global",7,"2",4,"Circle",1
"111","S4","Wall","Global",7,"2",5,"Clique",1
"112","S4","Wall","Global",7,"2",5,"Clique",1
"113","S4","Wall","Global",7,"2",5,"Clique",1
"114","S4","Wall","Global",7,"2",5,"Clique",1
"115","S4","Wall","Global",7,"2",5,"Clique",1
"116","S4","Wall","Global",7,"2",6,"Star",1
"117","S4","Wall","Global",7,"2",6,"Star",1
"118","S4","Wall","Global",7,"2",6,"Star",1
"119","S4","Wall","Global",7,"2",6,"Star",1
"120","S4","Wall","Global",7,"2",6,"Star",1
"121","S4","Wall","Global",12,"2",4,"Star",1
"122","S4","Wall","Global",12,"2",4,"Star",1
"123","S4","Wall","Global",12,"2",4,"Star",1
"124","S4","Wall","Global",12,"2",4,"Star",1
"125","S4","Wall","Global",12,"2",4,"Star",1
"126","S4","Wall","Global",12,"2",5,"Circle",1
"127","S4","Wall","Global",12,"2",5,"Circle",1
"128","S4","Wall","Global",12,"2",5,"Circle",1
"129","S4","Wall","Global",12,"2",5,"Circle",1
"130","S4","Wall","Global",12,"2",5,"Circle",1
"131","S4","Wall","Global",12,"2",6,"Clique",1
"132","S4","Wall","Global",12,"2",6,"Clique",1
"133","S4","Wall","Global",12,"2",6,"Clique",1
"134","S4","Wall","Global",12,"2",6,"Clique",1
"135","S4","Wall","Global",12,"2",6,"Clique",1
"136","S7","Wall","Local",2,"2",4,"Clique",1
"137","S7","Wall","Local",2,"2",4,"Clique",1
"138","S7","Wall","Local",2,"2",4,"Clique",1
"139","S7","Wall","Local",2,"2",4,"Clique",1
"140","S7","Wall","Local",2,"2",4,"Clique",1
"141","S7","Wall","Local",2,"2",5,"Star",1
"142","S7","Wall","Local",2,"2",5,"Star",1
"143","S7","Wall","Local",2,"2",5,"Star",1
"144","S7","Wall","Local",2,"2",5,"Star",1
"145","S7","Wall","Local",2,"2",5,"Star",1
"146","S7","Wall","Local",2,"2",6,"Circle",1
"147","S7","Wall","Local",2,"2",6,"Circle",1
"148","S7","Wall","Local",2,"2",6,"Circle",1
"149","S7","Wall","Local",2,"2",6,"Circle",1
"150","S7","Wall","Local",2,"2",6,"Circle",1
"151","S7","Wall","Local",7,"2",4,"Circle",1
"152","S7","Wall","Local",7,"2",4,"Circle",1
"153","S7","Wall","Local",7,"2",4,"Circle",1
"154","S7","Wall","Local",7,"2",4,"Circle",1
"155","S7","Wall","Local",7,"2",4,"Circle",1
"156","S7","Wall","Local",7,"2",5,"Clique",1
"157","S7","Wall","Local",7,"2",5,"Clique",1
"158","S7","Wall","Local",7,"2",5,"Clique",1
"159","S7","Wall","Local",7,"2",5,"Clique",1
"160","S7","Wall","Local",7,"2",5,"Clique",1
"161","S7","Wall","Local",7,"2",6,"Star",1
"162","S7","Wall","Local",7,"2",6,"Star",1
"163","S7","Wall","Local",7,"2",6,"Star",1
"164","S7","Wall","Local",7,"2",6,"Star",1
"165","S7","Wall","Local",7,"2",6,"Star",1
"166","S7","Wall","Local",12,"2",4,"Star",1
"167","S7","Wall","Local",12,"2",4,"Star",1
"168","S7","Wall","Local",12,"2",4,"Star",1
"169","S7","Wall","Local",12,"2",4,"Star",1
"170","S7","Wall","Local",12,"2",4,"Star",1
"171","S7","Wall","Local",12,"2",5,"Circle",1
"172","S7","Wall","Local",12,"2",5,"Circle",1
"173","S7","Wall","Local",12,"2",5,"Circle",1
"174","S7","Wall","Local",12,"2",5,"Circle",1
"175","S7","Wall","Local",12,"2",5,"Circle",1
"176","S7","Wall","Local",12,"2",6,"Clique",1
"177","S7","Wall","Local",12,"2",6,"Clique",1
"178","S7","Wall","Local",12,"2",6,"Clique",1
"179","S7","Wall","Local",12,"2",6,"Clique",1
"180","S7","Wall","Local",12,"2",6,"Clique",1
"181","S8","Bilateral","Local",2,"1",1,"Clique",1
"182","S8","Bilateral","Local",2,"1",1,"Clique",1
"183","S8","Bilateral","Local",2,"1",1,"Clique",1
"184","S8","Bilateral","Local",2,"1",1,"Clique",1
"185","S8","Bilateral","Local",2,"1",1,"Clique",1
"186","S8","Bilateral","Local",2,"1",2,"Star",1
"187","S8","Bilateral","Local",2,"1",2,"Star",1
"188","S8","Bilateral","Local",2,"1",2,"Star",1
"189","S8","Bilateral","Local",2,"1",2,"Star",1
"190","S8","Bilateral","Local",2,"1",2,"Star",1
"191","S8","Bilateral","Local",2,"1",3,"Circle",1
"192","S8","Bilateral","Local",2,"1",3,"Circle",1
"193","S8","Bilateral","Local",2,"1",3,"Circle",1
"194","S8","Bilateral","Local",2,"1",3,"Circle",1
"195","S8","Bilateral","Local",2,"1",3,"Circle",1
"196","S8","Bilateral","Local",7,"1",1,"Star",1
"197","S8","Bilateral","Local",7,"1",1,"Star",1
"198","S8","Bilateral","Local",7,"1",1,"Star",1
"199","S8","Bilateral","Local",7,"1",1,"Star",1
"200","S8","Bilateral","Local",7,"1",1,"Star",1
"201","S8","Bilateral","Local",7,"1",2,"Circle",1
"202","S8","Bilateral","Local",7,"1",2,"Circle",1
"203","S8","Bilateral","Local",7,"1",2,"Circle",1
"204","S8","Bilateral","Local",7,"1",2,"Circle",1
"205","S8","Bilateral","Local",7,"1",2,"Circle",1
"206","S8","Bilateral","Local",7,"1",3,"Clique",1
"207","S8","Bilateral","Local",7,"1",3,"Clique",1
"208","S8","Bilateral","Local",7,"1",3,"Clique",1
"209","S8","Bilateral","Local",7,"1",3,"Clique",1
"210","S8","Bilateral","Local",7,"1",3,"Clique",1
"211","S8","Bilateral","Local",12,"1",1,"Circle",1
"212","S8","Bilateral","Local",12,"1",1,"Circle",1
"213","S8","Bilateral","Local",12,"1",1,"Circle",1
"214","S8","Bilateral","Local",12,"1",1,"Circle",1
"215","S8","Bilateral","Local",12,"1",1,"Circle",1
"216","S8","Bilateral","Local",12,"1",2,"Clique",1
"217","S8","Bilateral","Local",12,"1",2,"Clique",1
"218","S8","Bilateral","Local",12,"1",2,"Clique",1
"219","S8","Bilateral","Local",12,"1",2,"Clique",1
"220","S8","Bilateral","Local",12,"1",2,"Clique",1
"221","S8","Bilateral","Local",12,"1",3,"Star",1
"222","S8","Bilateral","Local",12,"1",3,"Star",1
"223","S8","Bilateral","Local",12,"1",3,"Star",1
"224","S8","Bilateral","Local",12,"1",3,"Star",1
"225","S8","Bilateral","Local",12,"1",3,"Star",1
"226","S9","Wall","Global",2,"1",1,"Clique",1
"227","S9","Wall","Global",2,"1",1,"Clique",1
"228","S9","Wall","Global",2,"1",1,"Clique",1
"229","S9","Wall","Global",2,"1",1,"Clique",1
"230","S9","Wall","Global",2,"1",1,"Clique",1
"231","S9","Wall","Global",2,"1",2,"Star",1
"232","S9","Wall","Global",2,"1",2,"Star",1
"233","S9","Wall","Global",2,"1",2,"Star",1
"234","S9","Wall","Global",2,"1",2,"Star",1
"235","S9","Wall","Global",2,"1",2,"Star",1
"236","S9","Wall","Global",2,"1",3,"Circle",1
"237","S9","Wall","Global",2,"1",3,"Circle",1
"238","S9","Wall","Global",2,"1",3,"Circle",1
"239","S9","Wall","Global",2,"1",3,"Circle",1
"240","S9","Wall","Global",2,"1",3,"Circle",1
"241","S9","Wall","Global",7,"1",1,"Star",1
"242","S9","Wall","Global",7,"1",1,"Star",1
"243","S9","Wall","Global",7,"1",1,"Star",1
"244","S9","Wall","Global",7,"1",1,"Star",1
"245","S9","Wall","Global",7,"1",1,"Star",1
"246","S9","Wall","Global",7,"1",2,"Circle",1
"247","S9","Wall","Global",7,"1",2,"Circle",1
"248","S9","Wall","Global",7,"1",2,"Circle",1
"249","S9","Wall","Global",7,"1",2,"Circle",1
"250","S9","Wall","Global",7,"1",2,"Circle",1
"251","S9","Wall","Global",7,"1",3,"Clique",1
"252","S9","Wall","Global",7,"1",3,"Clique",1
"253","S9","Wall","Global",7,"1",3,"Clique",1
"254","S9","Wall","Global",7,"1",3,"Clique",1
"255","S9","Wall","Global",7,"1",3,"Clique",1
"256","S9","Wall","Global",12,"1",1,"Circle",1
"257","S9","Wall","Global",12,"1",1,"Circle",1
"258","S9","Wall","Global",12,"1",1,"Circle",1
"259","S9","Wall","Global",12,"1",1,"Circle",1
"260","S9","Wall","Global",12,"1",1,"Circle",1
"261","S9","Wall","Global",12,"1",2,"Clique",1
"262","S9","Wall","Global",12,"1",2,"Clique",1
"263","S9","Wall","Global",12,"1",2,"Clique",1
"264","S9","Wall","Global",12,"1",2,"Clique",1
"265","S9","Wall","Global",12,"1",2,"Clique",1
"266","S9","Wall","Global",12,"1",3,"Star",1
"267","S9","Wall","Global",12,"1",3,"Star",1
"268","S9","Wall","Global",12,"1",3,"Star",1
"269","S9","Wall","Global",12,"1",3,"Star",1
"270","S9","Wall","Global",12,"1",3,"Star",1
"271","S10","None","Global",2,"2",4,"Clique",1
"272","S10","None","Global",2,"2",4,"Clique",1
"273","S10","None","Global",2,"2",4,"Clique",1
"274","S10","None","Global",2,"2",4,"Clique",1
"275","S10","None","Global",2,"2",4,"Clique",1
"276","S10","None","Global",2,"2",5,"Star",1
"277","S10","None","Global",2,"2",5,"Star",1
"278","S10","None","Global",2,"2",5,"Star",1
"279","S10","None","Global",2,"2",5,"Star",1
"280","S10","None","Global",2,"2",5,"Star",1
"281","S10","None","Global",2,"2",6,"Circle",1
"282","S10","None","Global",2,"2",6,"Circle",0
"283","S10","None","Global",2,"2",6,"Circle",1
"284","S10","None","Global",2,"2",6,"Circle",1
"285","S10","None","Global",2,"2",6,"Circle",1
"286","S10","None","Global",7,"2",4,"Circle",1
"287","S10","None","Global",7,"2",4,"Circle",1
"288","S10","None","Global",7,"2",4,"Circle",1
"289","S10","None","Global",7,"2",4,"Circle",1
"290","S10","None","Global",7,"2",4,"Circle",1
"291","S10","None","Global",7,"2",5,"Clique",1
"292","S10","None","Global",7,"2",5,"Clique",1
"293","S10","None","Global",7,"2",5,"Clique",1
"294","S10","None","Global",7,"2",5,"Clique",1
"295","S10","None","Global",7,"2",5,"Clique",1
"296","S10","None","Global",7,"2",6,"Star",1
"297","S10","None","Global",7,"2",6,"Star",1
"298","S10","None","Global",7,"2",6,"Star",1
"299","S10","None","Global",7,"2",6,"Star",1
"300","S10","None","Global",7,"2",6,"Star",1
"301","S10","None","Global",12,"2",4,"Star",1
"302","S10","None","Global",12,"2",4,"Star",1
"303","S10","None","Global",12,"2",4,"Star",0
"304","S10","None","Global",12,"2",4,"Star",1
"305","S10","None","Global",12,"2",4,"Star",1
"306","S10","None","Global",12,"2",5,"Circle",1
"307","S10","None","Global",12,"2",5,"Circle",1
"308","S10","None","Global",12,"2",5,"Circle",1
"309","S10","None","Global",12,"2",5,"Circle",1
"310","S10","None","Global",12,"2",5,"Circle",1
"311","S10","None","Global",12,"2",6,"Clique",1
"312","S10","None","Global",12,"2",6,"Clique",1
"313","S10","None","Global",12,"2",6,"Clique",1
"314","S10","None","Global",12,"2",6,"Clique",1
"315","S10","None","Global",12,"2",6,"Clique",1
"316","S12","Bilateral","Global",2,"1",1,"Clique",1
"317","S12","Bilateral","Global",2,"1",1,"Clique",1
"318","S12","Bilateral","Global",2,"1",1,"Clique",1
"319","S12","Bilateral","Global",2,"1",1,"Clique",1
"320","S12","Bilateral","Global",2,"1",1,"Clique",1
"321","S12","Bilateral","Global",2,"1",2,"Star",1
"322","S12","Bilateral","Global",2,"1",2,"Star",1
"323","S12","Bilateral","Global",2,"1",2,"Star",1
"324","S12","Bilateral","Global",2,"1",2,"Star",1
"325","S12","Bilateral","Global",2,"1",2,"Star",1
"326","S12","Bilateral","Global",2,"1",3,"Circle",1
"327","S12","Bilateral","Global",2,"1",3,"Circle",1
"328","S12","Bilateral","Global",2,"1",3,"Circle",1
"329","S12","Bilateral","Global",2,"1",3,"Circle",1
"330","S12","Bilateral","Global",2,"1",3,"Circle",1
"331","S12","Bilateral","Global",7,"1",1,"Star",1
"332","S12","Bilateral","Global",7,"1",1,"Star",1
"333","S12","Bilateral","Global",7,"1",1,"Star",1
"334","S12","Bilateral","Global",7,"1",1,"Star",1
"335","S12","Bilateral","Global",7,"1",1,"Star",1
"336","S12","Bilateral","Global",7,"1",2,"Circle",1
"337","S12","Bilateral","Global",7,"1",2,"Circle",1
"338","S12","Bilateral","Global",7,"1",2,"Circle",1
"339","S12","Bilateral","Global",7,"1",2,"Circle",1
"340","S12","Bilateral","Global",7,"1",2,"Circle",1
"341","S12","Bilateral","Global",7,"1",3,"Clique",1
"342","S12","Bilateral","Global",7,"1",3,"Clique",1
"343","S12","Bilateral","Global",7,"1",3,"Clique",1
"344","S12","Bilateral","Global",7,"1",3,"Clique",1
"345","S12","Bilateral","Global",7,"1",3,"Clique",1
"346","S12","Bilateral","Global",12,"1",1,"Circle",1
"347","S12","Bilateral","Global",12,"1",1,"Circle",1
"348","S12","Bilateral","Global",12,"1",1,"Circle",1
"349","S12","Bilateral","Global",12,"1",1,"Circle",1
"350","S12","Bilateral","Global",12,"1",1,"Circle",1
"351","S12","Bilateral","Global",12,"1",2,"Clique",1
"352","S12","Bilateral","Global",12,"1",2,"Clique",1
"353","S12","Bilateral","Global",12,"1",2,"Clique",1
"354","S12","Bilateral","Global",12,"1",2,"Clique",1
"355","S12","Bilateral","Global",12,"1",2,"Clique",1
"356","S12","Bilateral","Global",12,"1",3,"Star",1
"357","S12","Bilateral","Global",12,"1",3,"Star",1
"358","S12","Bilateral","Global",12,"1",3,"Star",1
"359","S12","Bilateral","Global",12,"1",3,"Star",1
"360","S12","Bilateral","Global",12,"1",3,"Star",1
"361","S13","Bilateral","Global",2,"2",4,"Clique",1
"362","S13","Bilateral","Global",2,"2",4,"Clique",1
"363","S13","Bilateral","Global",2,"2",4,"Clique",1
"364","S13","Bilateral","Global",2,"2",4,"Clique",1
"365","S13","Bilateral","Global",2,"2",4,"Clique",1
"366","S13","Bilateral","Global",2,"2",5,"Star",1
"367","S13","Bilateral","Global",2,"2",5,"Star",1
"368","S13","Bilateral","Global",2,"2",5,"Star",1
"369","S13","Bilateral","Global",2,"2",5,"Star",1
"370","S13","Bilateral","Global",2,"2",5,"Star",1
"371","S13","Bilateral","Global",2,"2",6,"Circle",1
"372","S13","Bilateral","Global",2,"2",6,"Circle",1
"373","S13","Bilateral","Global",2,"2",6,"Circle",1
"374","S13","Bilateral","Global",2,"2",6,"Circle",1
"375","S13","Bilateral","Global",2,"2",6,"Circle",1
"376","S13","Bilateral","Global",7,"2",4,"Circle",1
"377","S13","Bilateral","Global",7,"2",4,"Circle",1
"378","S13","Bilateral","Global",7,"2",4,"Circle",1
"379","S13","Bilateral","Global",7,"2",4,"Circle",1
"380","S13","Bilateral","Global",7,"2",4,"Circle",1
"381","S13","Bilateral","Global",7,"2",5,"Clique",1
"382","S13","Bilateral","Global",7,"2",5,"Clique",1
"383","S13","Bilateral","Global",7,"2",5,"Clique",1
"384","S13","Bilateral","Global",7,"2",5,"Clique",1
"385","S13","Bilateral","Global",7,"2",5,"Clique",1
"386","S13","Bilateral","Global",7,"2",6,"Star",1
"387","S13","Bilateral","Global",7,"2",6,"Star",1
"388","S13","Bilateral","Global",7,"2",6,"Star",1
"389","S13","Bilateral","Global",7,"2",6,"Star",1
"390","S13","Bilateral","Global",7,"2",6,"Star",1
"391","S13","Bilateral","Global",12,"2",4,"Star",1
"392","S13","Bilateral","Global",12,"2",4,"Star",1
"393","S13","Bilateral","Global",12,"2",4,"Star",1
"394","S13","Bilateral","Global",12,"2",4,"Star",1
"395","S13","Bilateral","Global",12,"2",4,"Star",1
"396","S13","Bilateral","Global",12,"2",5,"Circle",1
"397","S13","Bilateral","Global",12,"2",5,"Circle",1
"398","S13","Bilateral","Global",12,"2",5,"Circle",1
"399","S13","Bilateral","Global",12,"2",5,"Circle",1
"400","S13","Bilateral","Global",12,"2",5,"Circle",1
"401","S13","Bilateral","Global",12,"2",6,"Clique",1
"402","S13","Bilateral","Global",12,"2",6,"Clique",1
"403","S13","Bilateral","Global",12,"2",6,"Clique",1
"404","S13","Bilateral","Global",12,"2",6,"Clique",1
"405","S13","Bilateral","Global",12,"2",6,"Clique",1
"406","S14","Wall","Local",2,"1",1,"Clique",1
"407","S14","Wall","Local",2,"1",1,"Clique",1
"408","S14","Wall","Local",2,"1",1,"Clique",1
"409","S14","Wall","Local",2,"1",1,"Clique",1
"410","S14","Wall","Local",2,"1",1,"Clique",1
"411","S14","Wall","Local",2,"1",2,"Star",1
"412","S14","Wall","Local",2,"1",2,"Star",1
"413","S14","Wall","Local",2,"1",2,"Star",1
"414","S14","Wall","Local",2,"1",2,"Star",0
"415","S14","Wall","Local",2,"1",2,"Star",1
"416","S14","Wall","Local",2,"1",3,"Circle",1
"417","S14","Wall","Local",2,"1",3,"Circle",1
"418","S14","Wall","Local",2,"1",3,"Circle",1
"419","S14","Wall","Local",2,"1",3,"Circle",1
"420","S14","Wall","Local",2,"1",3,"Circle",1
"421","S14","Wall","Local",7,"1",1,"Star",1
"422","S14","Wall","Local",7,"1",1,"Star",1
"423","S14","Wall","Local",7,"1",1,"Star",1
"424","S14","Wall","Local",7,"1",1,"Star",1
"425","S14","Wall","Local",7,"1",1,"Star",1
"426","S14","Wall","Local",7,"1",2,"Circle",1
"427","S14","Wall","Local",7,"1",2,"Circle",1
"428","S14","Wall","Local",7,"1",2,"Circle",1
"429","S14","Wall","Local",7,"1",2,"Circle",1
"430","S14","Wall","Local",7,"1",2,"Circle",1
"431","S14","Wall","Local",7,"1",3,"Clique",1
"432","S14","Wall","Local",7,"1",3,"Clique",1
"433","S14","Wall","Local",7,"1",3,"Clique",1
"434","S14","Wall","Local",7,"1",3,"Clique",1
"435","S14","Wall","Local",7,"1",3,"Clique",1
"436","S14","Wall","Local",12,"1",1,"Circle",1
"437","S14","Wall","Local",12,"1",1,"Circle",1
"438","S14","Wall","Local",12,"1",1,"Circle",1
"439","S14","Wall","Local",12,"1",1,"Circle",1
"440","S14","Wall","Local",12,"1",1,"Circle",1
"441","S14","Wall","Local",12,"1",2,"Clique",1
"442","S14","Wall","Local",12,"1",2,"Clique",1
"443","S14","Wall","Local",12,"1",2,"Clique",1
"444","S14","Wall","Local",12,"1",2,"Clique",1
"445","S14","Wall","Local",12,"1",2,"Clique",1
"446","S14","Wall","Local",12,"1",3,"Star",1
"447","S14","Wall","Local",12,"1",3,"Star",1
"448","S14","Wall","Local",12,"1",3,"Star",1
"449","S14","Wall","Local",12,"1",3,"Star",1
"450","S14","Wall","Local",12,"1",3,"Star",1
"451","S16","None","Local",2,"1",1,"Clique",1
"452","S16","None","Local",2,"1",1,"Clique",1
"453","S16","None","Local",2,"1",1,"Clique",1
"454","S16","None","Local",2,"1",1,"Clique",1
"455","S16","None","Local",2,"1",1,"Clique",1
"456","S16","None","Local",2,"1",2,"Star",1
"457","S16","None","Local",2,"1",2,"Star",1
"458","S16","None","Local",2,"1",2,"Star",1
"459","S16","None","Local",2,"1",2,"Star",1
"460","S16","None","Local",2,"1",2,"Star",1
"461","S16","None","Local",2,"1",3,"Circle",1
"462","S16","None","Local",2,"1",3,"Circle",1
"463","S16","None","Local",2,"1",3,"Circle",1
"464","S16","None","Local",2,"1",3,"Circle",1
"465","S16","None","Local",2,"1",3,"Circle",1
"466","S16","None","Local",7,"1",1,"Star",1
"467","S16","None","Local",7,"1",1,"Star",1
"468","S16","None","Local",7,"1",1,"Star",1
"469","S16","None","Local",7,"1",1,"Star",1
"470","S16","None","Local",7,"1",1,"Star",1
"471","S16","None","Local",7,"1",2,"Circle",1
"472","S16","None","Local",7,"1",2,"Circle",1
"473","S16","None","Local",7,"1",2,"Circle",1
"474","S16","None","Local",7,"1",2,"Circle",1
"475","S16","None","Local",7,"1",2,"Circle",1
"476","S16","None","Local",7,"1",3,"Clique",1
"477","S16","None","Local",7,"1",3,"Clique",1
"478","S16","None","Local",7,"1",3,"Clique",1
"479","S16","None","Local",7,"1",3,"Clique",1
"480","S16","None","Local",7,"1",3,"Clique",1
"481","S16","None","Local",12,"1",1,"Circle",1
"482","S16","None","Local",12,"1",1,"Circle",1
"483","S16","None","Local",12,"1",1,"Circle",1
"484","S16","None","Local",12,"1",1,"Circle",1
"485","S16","None","Local",12,"1",1,"Circle",1
"486","S16","None","Local",12,"1",2,"Clique",1
"487","S16","None","Local",12,"1",2,"Clique",1
"488","S16","None","Local",12,"1",2,"Clique",1
"489","S16","None","Local",12,"1",2,"Clique",1
"490","S16","None","Local",12,"1",2,"Clique",1
"491","S16","None","Local",12,"1",3,"Star",1
"492","S16","None","Local",12,"1",3,"Star",1
"493","S16","None","Local",12,"1",3,"Star",1
"494","S16","None","Local",12,"1",3,"Star",1
"495","S16","None","Local",12,"1",3,"Star",1
"496","S22","Bilateral","Local",2,"2",4,"Clique",1
"497","S22","Bilateral","Local",2,"2",4,"Clique",1
"498","S22","Bilateral","Local",2,"2",4,"Clique",1
"499","S22","Bilateral","Local",2,"2",4,"Clique",1
"500","S22","Bilateral","Local",2,"2",4,"Clique",1
"501","S22","Bilateral","Local",2,"2",5,"Star",1
"502","S22","Bilateral","Local",2,"2",5,"Star",1
"503","S22","Bilateral","Local",2,"2",5,"Star",1
"504","S22","Bilateral","Local",2,"2",5,"Star",1
"505","S22","Bilateral","Local",2,"2",5,"Star",1
"506","S22","Bilateral","Local",2,"2",6,"Circle",1
"507","S22","Bilateral","Local",2,"2",6,"Circle",1
"508","S22","Bilateral","Local",2,"2",6,"Circle",1
"509","S22","Bilateral","Local",2,"2",6,"Circle",1
"510","S22","Bilateral","Local",2,"2",6,"Circle",1
"511","S22","Bilateral","Local",7,"2",4,"Circle",1
"512","S22","Bilateral","Local",7,"2",4,"Circle",1
"513","S22","Bilateral","Local",7,"2",4,"Circle",1
"514","S22","Bilateral","Local",7,"2",4,"Circle",1
"515","S22","Bilateral","Local",7,"2",4,"Circle",1
"516","S22","Bilateral","Local",7,"2",5,"Clique",1
"517","S22","Bilateral","Local",7,"2",5,"Clique",1
"518","S22","Bilateral","Local",7,"2",5,"Clique",1
"519","S22","Bilateral","Local",7,"2",5,"Clique",1
"520","S22","Bilateral","Local",7,"2",5,"Clique",1
"521","S22","Bilateral","Local",7,"2",6,"Star",1
"522","S22","Bilateral","Local",7,"2",6,"Star",1
"523","S22","Bilateral","Local",7,"2",6,"Star",1
